review_id,reviews.title,reviews.text,reviews.rating,sentiment_rating,human_sentiment,human_category,annotator,notes
R00469,Nice Tablet with Sharp Display,"To sum up what I will tell you about in the details below, for 229 you are getting a good deal on a tablet computer - especially if you compare it to the 199 for last year's first-generation Fire HD and the 500 or more you can spend on a Wi-Fi version of the iPad. Overall, if you consider the price and the functionality I think this is a great tool / toy if you watch a lot of video or play a lot of games on your device: the video quality is outstanding and you can really tell a difference between this and the new HD Fire. If you are a first-time tablet buyer, where price vs. value is a key consideration, or if you are looking for an affordable tablet for the kids, I'd recommend the regular Kindle Fire HD that is only 139. If you're comparing last year's HD model to this version and it is operating fine, I'd say save your money and continue to get your money's worth out of that one.My review below compares a lot of the features of this version of the Fire HDX to the original Fire HD as well as this year's model of the Fire HD, but also some of the features for a first-time user.Consistent with my experience with setup of this year's model of the Kindle Fire HD, setup took a long time: despite being a brand new product, the Fire HDX attempted to download and install several operating software updates. Software updates on a Kindle are usually in the background, and it was annoying watching the crashes and manual reboots. Consistent with the Fire HD, it crashed during setup, playing a song, watching a TV show, and reading a book. It took a little over an hour to get this thing up and running without consistent crashes but after the final software update it has worked as expected without further issues.Screen Display / Video Playback:This version of the Fire has the absolute best screen display of any Fire model to date. Looking at the technical specs Amazon made some major changes in the display / resolution, and the picture appears more crisp: I compared the viewing experience watching with my standard test of the Fire devices over the past couple of years - don't laugh - the first episode of the Wonder Woman TV series from the 70's. The display on this Fire was one heck of a lot better in terms of sharpness than last year's model as well as this year's model of the Fire HD. For you technical folks out there, the display is 1,920 x 1,200 with 50 more pixels per inch than the Fire HD.Wi-Fi Connectivity:The initial Wi-Fi setup took some time as it wouldn't remember the password for my router after each software update / crash / reboot series. After the final operating software update I mentioned above, however, it was fairly easy to connect to the Internet via Wi-Fi.My standard test for trying out new gadgets is to see how fast they run side-by-side with a known piece of equipment doing the same test at the best place of Wi-Fi in my house and the worst place where it drags. In this comparison, I had this HDX version of the Fire sitting next to last year's and this year's version of the HD Fire, as well as last year's 8.9 HD Fire, Motorola RAZR smartphone, my iPad 2 (yes, the Kindle guy uses an iPad for work), and the first-generation 7 Fire (the model from two years ago) all just using a Wi-Fi connection vs. cellular connectivity.My normal website test is to hit the mobile websites of FoxNews, CNN, my personalized Yahoo page, Google, and the Houston Chronicle. The ones that were usually slow on the other devices were faster on the HDX (Houston Chronicle and CNN), and for the other sites I couldn't tell a difference in speed at the location closest to my router. When I went to the slowest / worst reception location of my house, the speed did have a noticeable difference in the other devices as this one was a little bit faster than all but last year's model of the 7 Kindle Fire HD yes, it was also faster than this year's model of the Fire HD but I attribute the increase in speed to the dual antennas on the HDX.Sound / Music Playback:The two speakers are located in the back of the Kindle Fire in two not-noticeable ports: one on the top and one on the bottom. My test of this feature was cranking up Van Halen's Panama to maximum volume (I always want to see if it could really play the guitar licks), and I would alternate covering one speaker up over the other: you have true stereo sound with no degradation of the sound that makes you think you are about to blow the speaker. The Dolby speakers sound nice and you do get to hear the bass. However, I am still of the opinion the speakers aren't going to do very well being placed in the back as I am in the front: I want to be able to hear whatever I am listening to without really having to crank it up and disturbing someone else in the room (that's what happens when you start losing your hearing like I am). While the cover for this version has not shipped yet - why aren't the covers released at the same time - I imagine the sound quality might decrease with a cover in the back over the speakers. The X-ray feature is pretty neat as it displays the lyrics on the screen if you are so inclined if you are not, it is as simple as the tap of an icon to make the lyric feature go away.Email Setup:Consistent with previous versions of the Fire, email setup was very easy for my main Gmail account, both with the software came with the Fire but my primary use of an existing app called Enhanced Email I purchased here in the Amazon app store. I did setup the email app that came with the program with no problem - it took about a minute to setup my main Google account - and I was able to send and receive emails as well as synch my online calendar via Google's calendar and contacts. For those of you asking yourself why am I using the Enhanced Email program, the simple answer is like many of you I have more than one email account: you can quickly switch back and forth on the accounts with the tool. The lazy person in me appreciates that as I don't like getting out of the lazy chair once I'm settled in!New Tabs and Screen Layout:In addition to the normal tabs Amazon has continued to make tweaks with the look and feel to the overall display such as more things to scroll through to find what you are looking for in an easier manner. Interestingly, and consistent with my experiences with this year's model of the Fire HD, I purchased the one with special offers and the only ad I have seen so far is on the main screen saver vs. being overwhelmed with ads like last year's model.Reading Books:Turning pages is pretty darn easy - just tap the side of the screen to go to the next page or back a page, or you can swipe your finger across the screen to do the same. Amazon did add the feature to see the book's description for books on your device like they have with the e-Ink Kindle (always an annoyance with last year's model), which is a plus as I can't remember what each book in my digital to-be-read pile is about getting to the book description, requires several taps on the screen to eventually get to where you want to be. If there is an easier way to do it, I can't find it and maybe I should be one of the first guys, ever, to crack open the electronic user's manual to figure it out (doubt it). For those of you who have wondered, you still can't organize your books into categories unless you purchase a third-party app/a here in the Amazon app store.BluetoothThere is a Bluetooth connection, and I did my usual test of this feature by taking it out to my car and having the Fire stream music through my car stereo. There were no delays or skips with the connection, and it paired up in about a minute. Just make sure you give it a device name so you can recognize it and be recognized.Camera:There is a camera on this model - it faces the front or toward the user / reader. Focusing and taking a picture is pretty easy, and Amazon will by default store your pictures in the Cloud - which counts against your storage allotment. I'd recommend turning that automatic storage feature off unless you are sure you want it, because if you go over the limit that will provide Amazon another opportunity to collect a monthly revenue stream from you.Charger:Unlike previous models of the Fire, this one DOES include a charger! If you're scratching your head with that comment, in previous models you had to purchase a charger separately for 20 which always seemed kind of silly for Amazon to do.Mayday button:A new feature with this model, and not included on this year's regular model of the Fire, is the introduction of the Mayday button. Basically, you can touch the button and a video screen will pop up and you can actually see - and talk to - a live customer service agent. I haven't pressed the button yet to try it out, as I think I would feel pretty dumb: when they ask me how can they help, I don't want to say I just wanted to see if this works and just stopped by to say hi' for purposes of this review.What I Wish it Had: a case that was ready to go and shipped when the Fire was ready (why are we waiting). A case is very important in order to protect your investment. Also, I'm interested to see how they try to not hurt the speaker's performance I mentioned above due to the speakers being in the back of the unit and hopefully not covered up with a case.Overall, at 229 for the 16GB of memory model (309 for 64 GB of memory) I think this is a good deal for someone who really uses the video / apps feature. Kids will love it as they can read books, play games, watch TV and movies, and a whole lot of other things. Adults should like it for the exact same reasons, but while I try to minimize the amount of work-related stuff I do at home with the business apps that are available here in the Amazon App store and other places around the Internet I can also work on Excel and Word-compatible files when I have to without having to fire up my work laptop or whatever the case may be. If you've never owned a tablet before, or are looking to upgrade from an earlier model Fire, I would recommend this one if video and apps are your thing - but make sure you purchase the higher memory one vs. the minimum 16 GB. If you're comparing last year's HD model to this version and it is operating fine, or looking for a tablet for your younger children, I'd say save your money and continue to get your money's worth out of last year's model or get this year's model of the Kindle Fire HD at 139. Read more",4,Positive,Positive,Product quality issue,,
R00326,This tablet is AMAZING!,"First, let me say that this is my first Fire tablet. I've previously had either iPad's or Android tablets. I was skeptical at first because I've generally only liked iPad's, but I decided to give it a try and I'm glad I did. I paid full price for this product and am not being compensated in any manner to post this review.Let's just jump right to the Pro's and Con's shall wePro's:FastAmazing Screen resolutionGreat soundResponsiveAlexa is kind of awesomeBattery life. OMG! I've charged it once so far, I've watched YouTube videos on it, streamed a movie and a few TV shows and I use it for Facebook and I'm not even half way down on the battery after 3 days. Wow!The OS. The operating system is simple, responsive, and beautifully done. Everything is easy to find and it's really easy to navigate.Con's:Only one Con...Charge port. The charge port is sticky and doesn't seem as high quality.Overall this is a fantastic tablet and worth so much more than the price. I LOVE IT!",5,Positive,Positive,Other,,
R00093,Save your batteries by keeping remote in another room when not in use,"Without an on / off button, I have found that the controller comes on (the light comes on showing it's connected to the FireTV) even when not in use. I am assuming this is why the batteries were draining so quick. Now, I put the remote into a 2nd room when I am not using it and the batteries last a normal lifespan. The light never turns on know when the remote is in the other room.",3,Neutral,Neutral,Product quality issue,,
R00233,I love my Fire TV,"I got mine from an electronics store, because I didn't want to wait for it to arrive in the mail. Setup was a breeze. I don't have cable, so prior to this, I had to hook my laptop up to my TV to enjoy Prime and Netflix content on it. I'm also really pleased that they added a YouTube app That was the number one drawback for me when considering this device. From what I've read, I figured I'd sideload one, but they saved me the trouble.Once I signed in to YouTube and linked my mobile devices, I even gained the ability to send content to my TV for viewing I don't have a Fire phone or Kindle (although I do have a Paperwhite), so I'm not able to comment on the connectivity with those.I can't say enough good things about this tiny box. I've had it for a couple of months and use it every day The user interface is intuitive and efficient. I really love the screen saver pictures, too. Most of them are breathtaking, and they seem to update periodically. The voice search is very accurate. There are a decent amount of apps for added content. I mostly stick to the abovementioned sources, but I added Crackle for a bit of variety.My only complaint would be about the rewind/fast forward. It's not intuitive, and takes some getting used to. I don't use that feature often, so it's no biggie to me.I did feel a bit weird about not being able to turn it off at first, but I got used to that, too. Just make sure to press the Home button when you're done for the evening or whatever, because you leave it paused in the middle of a show or something, it won't go to sleep. It remembers your place in whatever you were watching, so no worries about that.I look forward to continued software improvements, and plan on getting a game controller sometime soon, so I can try out the games.",5,Positive,Positive,Other,,
R00061,The Extra Touch,"I am thoroughly impressed with my Echo Dot and this case takes it to the next level by appearing as a much higher end product vs. a nerdy plastic computer sitting on your kitchen countertop. The construction is solid and it is slightly lifted to still allow audio access from the bottom of the Echo. This case/cover will give your Echo the needed extra touch allowing it to blend in, but still offer the great functionality of Alexa.",5,Positive,Positive,Other,,
R01057,"Love my Oasis. This cover, though Eh.","Edit 6/15/17 After three months of use, I still don't love it. It works well, no complaints, but it marks up easily and the sides began flaking off. My original black cover had shown signs of wear due to repeatedly falling asleep with it folded back. I was much more careful with the merlot, and it showed more signs after a shorter period of time. And the flaky thing along the sides looks and feels just cheap. And for 90, I would expect real leather. So I switched back to my original black cover and I'm just letting it age with the device. I guess the plus side is that the merlot made me like the black cover more, but the downside is it cost 90 to do so. Ridiculous.As stated in the title, I love my Oasis. I've had it for about six months and, with the exception of the defective first one I received which was promptly replaced, I haven't had a problem out of it. I had gotten the black cover because black is my default choice, always. However, a couple of months ago I had gotten a screen protector and skin for the Oasis, and I just wasn't feeling the black cover anymore. I had considered the merlot (I think the walnut would feel nicer to the touch, but I despise brown leather) so I gave in after much consideration and ordered it. It didn't arrive with the bundle of things that it was supposedly shipped with, but after a quick call to customer service I had a new tracking number. It finally arrived today. I am disappointed to say that I don't love it. It smells funny, as I done remember my original doing. The color is duller than in the picture. Maybe my expectations had overblown due to the wait and the whole two tracking numbers thing, but I just don't love it.Read more",2,Negative,Negative,Product quality issue,,
R01025,Bluetooth Speaker,Enjoying my Amazon Tap portable Bluetooth and Wi-F Speaker. It's everything I thought it would be an MORE!,5,Positive,Positive,Other,,
R00984,Great speaker,This is not like the Amazon Echo however this speaker is loud and sounds good...but you will lose bass if it's at max volume (not recommended if you like bass),5,Positive,Positive,Other,,
R00420,"Fun, Durable, only a few minor issues","I purchased the Kindle Fire HD after returning a Lenovo Idea Pad. I have also had experience with iPads. Having said that, the Kindle Fire HD is an exceptional value for the money. The screen is FANTASTIC. Glare is kept to a minimum, colors a bright and vibrant, text is clear and easily read, movies look phenomenal in HD. Also, the sound quality and volume is bar-none for a device this size. The touch screen is responsive and shortcuts like tapping, double tapping, and pinch zoom work great. The size, weight and thickness are great for portability. It is easily slipped into the interior pocket of a jacket and takes up little room in a backpack. The weight and size makes it easy to hold with just one hand and the rubberized back panel is great for grip. The amazon store provides an almost unlimited supply, of books, movies, tv shows, music, magazines, and newspapers that is only improved with a subscription to amazon prime. Now, for the negatives. The power button and volume rocker are tough to find as they are flush with device and provide little tactile feedback when looking for them. I solved this problem by putting a thin strip of colored tape on the side of the device that has these buttons. The Amazon app store is very limited when compared to the full android app store. Hopefully the app library will only grow with the device's popularity. Apps from the full android store can be side loaded in a few easy steps but please be aware that not all apps will work with the kindle. Lastly, the carousel home screen is about as useful as a spoon is for cutting steak. Say you are finished reading a magazine and want to switch to another app, when you go back to the home screen, the magazine you just read and are done with is the first thing you see.Read more",4,Positive,Positive,Other,,
R01088,Awesome Headphones! Longevity An Issue 808 people found this helpful. Was this review helpful to you Yes No,"While I've purchased items from Amazon for years, I rarely write reviews. I felt compelled to write one because, although there are only a few reviews at this point, I have never seen such a good product get such bad reviews. I'm hoping as more people purchase these, the star rating will be more accurate of the product itself. I'll address the three biggest complaints I've read from others:Sound Quality: I think these headphones sound great. I've never owned an expensive pair so I'm not able to compare them to higher-end offerings, but I've owned dozens of cheap and mid-range headphones in the 15-50 range. I'm not an audiophile or a musician so if I'm missing something that should be coming through, but isn't, I'm fine with my ignorance. I would say they're slightly better than Apple's buds (which I liked very much and used for years, most recently using their redesigned ones for about a year). There's no tinny, listening through a can sound that's all-too-common with headphones in this price range. As far as people saying they don't compare to Apple's buds, well I don't know, maybe they have some crazy exclusive version of Apple's buds that are amazing. But compared to the regular earpods, I think Amazon's headphones actually sound a bit better. They provide a nice, full sound and represent highs, lows and mids equally well (mainly listening to metal).Fit and Feel: Some people have complained about these falling, or feeling like they're going to fall, out of their ears. There's some validity to this, although obviously it depends on your specific ears. I don't feel like they're going to fall out at all, but if I give the cord a tug, they don't stay as secure as my Apple buds.Read more",3,Neutral,Positive,Other,,
R00737,Echo Tap,"Overall for an Alexa product it does the same thing as all the other ones. This one is specifically portable and only needs to be put on the base for charging. The one main issue is that it is not voice activated (meaning it does not listen to you unless you press any of the buttons on top or the mic button in front. By having this feature, I could see it causing excess battery usage. Needs to be able to apps better.",3,Neutral,Neutral,Product quality issue,,
R01012,Great Product,This speaker is great and not only is it a speaker but it's got the Alexa application!,5,Positive,Positive,Other,,
R00238,No Off Button,"I would have rated this higher (4 stars) but I am taking off 2 stars for not having an 'off' or a 'sleep mode' button. It is supposed to go to sleep after 30 minutes but mine has not gone to sleep much since plugging it in a few days ago. So far it is only a slight improvement over my LG blu-ray players which allows me to watch amazon videos. I only see a few Interesting games so I will continue using my Xbox and my Kindle tablets until more games are available. For the price, I could have waited.",2,Negative,Negative,Product quality issue,,
R01135,Awesome Headphones! Longevity An Issue 791 people found this helpful. Was this review helpful to you Yes No,"While I've purchased items from Amazon for years, I rarely write reviews. I felt compelled to write one because, although there are only a few reviews at this point, I have never seen such a good product get such bad reviews. I'm hoping as more people purchase these, the star rating will be more accurate of the product itself. I'll address the three biggest complaints I've read from others:Sound Quality: I think these headphones sound great. I've never owned an expensive pair so I'm not able to compare them to higher-end offerings, but I've owned dozens of cheap and mid-range headphones in the 15-50 range. I'm not an audiophile or a musician so if I'm missing something that should be coming through, but isn't, I'm fine with my ignorance. I would say they're slightly better than Apple's buds (which I liked very much and used for years, most recently using their redesigned ones for about a year). There's no tinny, listening through a can sound that's all-too-common with headphones in this price range. As far as people saying they don't compare to Apple's buds, well I don't know, maybe they have some crazy exclusive version of Apple's buds that are amazing. But compared to the regular earpods, I think Amazon's headphones actually sound a bit better. They provide a nice, full sound and represent highs, lows and mids equally well (mainly listening to metal).Fit and Feel: Some people have complained about these falling, or feeling like they're going to fall, out of their ears. There's some validity to this, although obviously it depends on your specific ears. I don't feel like they're going to fall out at all, but if I give the cord a tug, they don't stay as secure as my Apple buds.Read more",3,Neutral,Positive,Other,,
